title,FaunaType,Category,hyperlink,Genus,CommonName,EffectiveDate
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=329,Dasyuroides byrnei,"Kowari, brushy-tailed marsupial rat, Byrne's crest-tailed marsupial rat ",16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=330,Dasyurus geoffroii,"Chuditch, Western Quoll",16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=75183,Dasyurus maculatus maculatus (Tasmanian population),"Spotted-tail Quoll, Spot-tailed Quoll, Tiger Quoll (Tasmanian population)",14-May-2004
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=180,Hipposideros semoni,"Semon's Leaf-nosed Bat, Greater Wart-nosed Horseshoe-bat",07-Dec-2016
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66665,Isoodon auratus auratus,Golden Bandicoot (mainland),16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66666,Isoodon auratus barrowensis,Golden Bandicoot (Barrow Island),16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66667,Isoodon obesulus nauticus,Southern Brown Bandicoot (Nuyts Archipelago),16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66661,Lagorchestes conspicillatus conspicillatus,Spectacled Hare-wallaby (Barrow Island),16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66662,Lagorchestes hirsutus bernieri,Rufous Hare-wallaby (Bernier Island),16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66663,Lagorchestes hirsutus dorreae,Rufous Hare-wallaby (Dorre Island),16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66664,Lagostrophus fasciatus fasciatus,"Banded Hare-wallaby, Merrnine, Marnine, Munning ",16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=137,Leporillus conditor,"Wopilkara, Greater Stick-nest Rat",16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=174,Macroderma gigas,Ghost Bat,05-May-2016
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=282,Macrotis lagotis,Greater Bilby,16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87617,Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",05-May-2016
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=38,Megaptera novaeangliae,Humpback Whale,16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87619,Mesembriomys gouldii melvillensis,Black-footed Tree-rat (Melville Island),26-Jun-2015
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87620,Mesembriomys gouldii rattoides,"Black-footed Tree-rat (north Queensland), Shaggy Rabbit-rat",26-Jun-2015
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26,Mirounga leonina,Southern Elephant Seal,04-Apr-2001
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=22,Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",14-Feb-2005
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=123,Notomys aquilo,"Northern Hopping-mouse, Woorrentinta",16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=125,Notomys fuscus,"Dusky Hopping-mouse, Wilkiniti",16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83395,Nyctophilus corbeni,"Corben's Long-eared Bat, South-eastern Long-eared Bat",04-Apr-2001
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89262,Osphranter robustus isabellinus,"Barrow Island Wallaroo, Barrow Island Euro",16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66651,Perameles gunnii gunnii,Eastern Barred Bandicoot (Tasmania),16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=254,Petauroides volans,Greater Glider,05-May-2016
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66649,Petrogale lateralis MacDonnell Ranges race,"Warru, Black-footed Rock-wallaby (MacDonnell Ranges race)",16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66650,Petrogale lateralis West Kimberley race,Black-footed Rock-wallaby (West Kimberley race),16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66849,Petrogale lateralis hacketti,Recherche Rock-wallaby,16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=225,Petrogale penicillata,Brush-tailed Rock-wallaby,16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=59281,Petrogale sharmani,"Mount Claro Rock Wallaby, Sharman's Rock Wallaby",05-May-2016
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87608,Petrogale xanthopus celeris,Yellow-footed Rock-wallaby (central-western Queensland),05-May-2016
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66646,Petrogale xanthopus xanthopus,Yellow-footed Rock-wallaby (SA and NSW),16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=316,Phascogale calura,"Red-tailed Phascogale, Red-tailed Wambenger, Kenngoor",07-Dec-2016
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82954,Phascogale pirata,Northern Brush-tailed Phascogale,19-Aug-2010
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88453,Phascogale tapoatafa kimberleyensis,"Kimberley brush-tailed phascogale, Brush-tailed Phascogale (Kimberley)",15-Aug-2017
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85104,"Phascolarctos cinereus (combined populations of Qld, NSW and the ACT)","Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",02-May-2012
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66645,Potorous tridactylus tridactylus,Long-nosed Potoroo (SE Mainland),16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=108,Pseudomys australis,"Plains Rat, Palyoora, Plains Mouse",16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=113,Pseudomys fieldi,"Shark Bay Mouse, Djoongari, Alice Springs Mouse",16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=96,Pseudomys novaehollandiae,"New Holland Mouse, Pookila",11-Aug-2010
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=99,Pseudomys pilligaensis,"Pilliga Mouse, Poolkoo",16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=186,Pteropus poliocephalus,Grey-headed Flying-fox,06-Dec-2001
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87639,Rhinolophus robertsi,"Large-eared Horseshoe Bat, Greater Large-eared Horseshoe Bat",07-Dec-2016
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82790,Rhinonicteris aurantia (Pilbara form),Pilbara Leaf-nosed Bat,04-Apr-2001
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66889,Saccolaimus saccolaimus nudicluniatus,"Bare-rumped Sheath-tailed Bat, Bare-rumped Sheathtail Bat",07-Dec-2016
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=229,Setonix brachyurus,Quokka,16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=302,Sminthopsis butleri,Butler's Dunnart,16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=305,Sminthopsis douglasi,Julia Creek Dunnart,07-Dec-2016
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66,Xeromys myoides,"Water Mouse, False Water Rat, Yirrkoo",16-Jul-2000
Mammals that are Vulnerable,mammals,vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=25906,Zyzomys maini,"Arnhem Rock-rat, Arnhem Land Rock-rat, Kodjperr",18-Aug-2006
Other Animals that are Vulnerable,other,animals_vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64415,Astacopsis gouldi,"Giant Freshwater Crayfish, Tasmanian Giant Freshwater Lobster",16-Jul-2000
Other Animals that are Vulnerable,other,animals_vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89125,Bertmainius colonus,Eastern Stirling Range Pygmy Trapdoor Spider,11-May-2018
Other Animals that are Vulnerable,other,animals_vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66778,Engaeus orramakunna,Mount Arthur Burrowing Crayfish,06-Aug-2001
Other Animals that are Vulnerable,other,animals_vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66781,Engaeus yabbimunna,Burnie Burrowing Crayfish,06-Aug-2001
Other Animals that are Vulnerable,other,animals_vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66796,Hoplogonus simsoni,Simson's Stag Beetle,04-Mar-2011
Other Animals that are Vulnerable,other,animals_vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66797,Hoplogonus vanderschoori,Vanderschoor's Stag Beetle,04-Mar-2011
Other Animals that are Vulnerable,other,animals_vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66798,Idiosoma nigrum,"Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider",14-May-2013
Other Animals that are Vulnerable,other,animals_vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86875,Kumonga exleyi,Cape Range Remipede,16-Jul-2000
Other Animals that are Vulnerable,other,animals_vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64420,Megascolides australis,Giant Gippsland Earthworm,16-Jul-2000
Other Animals that are Vulnerable,other,animals_vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=77747,Oreisplanus munionga larana,"Marrawah Skipper, Alpine Sedge Skipper, Alpine Skipper",04-Mar-2011
Other Animals that are Vulnerable,other,animals_vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26335,Paralucia spinifera,"Bathurst Copper Butterfly, Purple Copper Butterfly, Bathurst Copper, Bathurst Copper Wing, Bathurst-Lithgow Copper, Purple Copper",16-Jul-2000
Other Animals that are Vulnerable,other,animals_vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85451,Parvulastra vivipara,Tasmanian Live-bearing Seastar,30-Jun-2009
Other Animals that are Vulnerable,other,animals_vulnerable,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86266,Westralunio carteri,"Carter's Freshwater Mussel, Freshwater Mussel",15-Feb-2018
Fishes that are Conservation dependent,fishes,conservation_dependent,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68444,Centrophorus harrissoni,"Harrisson's Dogfish, Endeavour Dogfish, Dumb Gulper Shark, Harrison's Deepsea Dogfish",14-Jun-2013
Fishes that are Conservation dependent,fishes,conservation_dependent,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82679,Centrophorus zeehaani,"Southern Dogfish, Endeavour Dogfish, Little Gulper Shark",14-Jun-2013
Fishes that are Conservation dependent,fishes,conservation_dependent,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68453,Galeorhinus galeus,"School Shark, Eastern School Shark, Snapper Shark, Tope, Soupfin Shark",22-Jan-2009
Fishes that are Conservation dependent,fishes,conservation_dependent,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68455,Hoplostethus atlanticus,"Orange Roughy, Deep-sea Perch, Red Roughy",05-Dec-2006
Fishes that are Conservation dependent,fishes,conservation_dependent,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=76339,Rexea solandri (eastern Australian population),Eastern Gemfish,22-Jan-2009
Fishes that are Conservation dependent,fishes,conservation_dependent,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=69374,Seriolella brama,Blue Warehou,14-Feb-2015
Fishes that are Conservation dependent,fishes,conservation_dependent,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=85267,Sphyrna lewini,Scalloped Hammerhead,15-Mar-2018
Fishes that are Conservation dependent,fishes,conservation_dependent,/cgi-bin/sprat/public/publicspecies.pl?taxon_id=69402,Thunnus maccoyii,Southern Bluefin Tuna,15-Dec-2010
